frequency_key	representative_expression_key	representative_basic_normalized_text	normalized_text	expression_frequency	document_frequency	publisher_prevalence_count	publisher_sample_count	country_prevalence_count	country_sample_count	value_semantics
frequency.firstbloom-a6cb002-pilot-v1.39cbe21df0acebe379aa92f21a2cf235319104c50f25e4bf4f5e0052a6cae65b	expression.observed.en.sha256_39cbe21df0acebe379aa92f21a2cf235319104c50f25e4bf4f5e0052a6cae65b	iced tea and fruit punch	iced tea and fruit punch	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.d0d092b83d4aefab43b6c1ba0d766d7e1a0d2677ab9abe374d6d5fe83a1ee641	expression.observed.en.sha256_d0d092b83d4aefab43b6c1ba0d766d7e1a0d2677ab9abe374d6d5fe83a1ee641	intense	intense	2	2	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a888350019b91342f9f6d0819a226f65c5c71f46f57f7ca3ed609b28283e48fd	expression.observed.en.sha256_a888350019b91342f9f6d0819a226f65c5c71f46f57f7ca3ed609b28283e48fd	intense floral	intense floral	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.bc992caf473af7b43d7f9cdc8ee6502ab9bacece3a7a9152cba7c5d164a14cd0	expression.observed.en.sha256_bc992caf473af7b43d7f9cdc8ee6502ab9bacece3a7a9152cba7c5d164a14cd0	italian plum	italian plum	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.7152e6ec048e24fadb1076257daa655ab198bc310e44f5531b5a02e544613d49	expression.observed.en.sha256_7152e6ec048e24fadb1076257daa655ab198bc310e44f5531b5a02e544613d49	jam	jam	3	3	3	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.d9a20331352660dd8b3ff82e9baf4d082935405240933d8ff09dbb5c82342ced	expression.observed.en.sha256_d9a20331352660dd8b3ff82e9baf4d082935405240933d8ff09dbb5c82342ced	jamaican rum	jamaican rum	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.68eb4dd9bf894f6eb07654d30a42f95b957e1036a87a996d443a5684c87afc46	expression.observed.en.sha256_68eb4dd9bf894f6eb07654d30a42f95b957e1036a87a996d443a5684c87afc46	jammy	jammy	5	5	5	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.e70789e9e8a102434572607182850717d00563172cfca860a1e5debe648a3b47	expression.observed.en.sha256_e70789e9e8a102434572607182850717d00563172cfca860a1e5debe648a3b47	jasmin tea	jasmin tea	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	expression.observed.en.sha256_6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	jasmine	jasmine	55	55	48	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.d6e93f63e67d189d75125010c4b0c3767482e9dc5cdf04de9851d8d6d7af6d86	expression.observed.en.sha256_d6e93f63e67d189d75125010c4b0c3767482e9dc5cdf04de9851d8d6d7af6d86	jasmine and black currant	jasmine and black currant	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.0d2670d0433a61f8f14103a69ac4e205a3e17c2cee8b04767c6636e209e3cbf7	expression.observed.en.sha256_0d2670d0433a61f8f14103a69ac4e205a3e17c2cee8b04767c6636e209e3cbf7	jasmine and citrus	jasmine and citrus	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.3a0889fd39de6f15780f5481a83a83eb95544b01c8829ad18ed1ddf2a1bdeb60	expression.observed.en.sha256_3a0889fd39de6f15780f5481a83a83eb95544b01c8829ad18ed1ddf2a1bdeb60	jasmine and lemon	jasmine and lemon	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.5f63e2f9e8c8bcadc43dc8fa68b77640f0355f46004dd880b8f5fa20841701e0	expression.observed.en.sha256_5f63e2f9e8c8bcadc43dc8fa68b77640f0355f46004dd880b8f5fa20841701e0	jasmine and nectarine	jasmine and nectarine	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.90b098d237f5159dbceda398ee41c59f7d9d63c88d74b15258e415f6162d3d0d	expression.observed.en.sha256_90b098d237f5159dbceda398ee41c59f7d9d63c88d74b15258e415f6162d3d0d	jasmine and passion fruit	jasmine and passion fruit	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.29d64d28139430abffcb370f70c8248e16fb58001fa2e070f46f25bb4ac5705e	expression.observed.en.sha256_29d64d28139430abffcb370f70c8248e16fb58001fa2e070f46f25bb4ac5705e	jasmine floral	jasmine floral	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.c082f7815117510d4a471c4069a2c1bfb1073d5a561e069eb092284ba8c75acf	expression.observed.en.sha256_c082f7815117510d4a471c4069a2c1bfb1073d5a561e069eb092284ba8c75acf	jasmine flower	jasmine flower	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.3ed80d318bb80e640cdd2bf9bcafae9ccfeb81c2423a0700fce0bd9d03994e0a	expression.observed.en.sha256_3ed80d318bb80e640cdd2bf9bcafae9ccfeb81c2423a0700fce0bd9d03994e0a	jasmine green tea	jasmine green tea	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.99ec32c9118469b860ee3b2d7f74509929e42f56a67665802cfe036b841f7627	expression.observed.en.sha256_99ec32c9118469b860ee3b2d7f74509929e42f56a67665802cfe036b841f7627	jelly babies	jelly babies	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.fa5fffb5b4fb8a27515e17248af921546ad317a772b662ee93076c46538b45e1	expression.observed.en.sha256_fa5fffb5b4fb8a27515e17248af921546ad317a772b662ee93076c46538b45e1	jelly beans	jelly beans	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	expression.observed.en.sha256_5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	juicy	juicy	34	34	26	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.12a4a0d530e66edcc3ddc04b06e6afd35b5f46c368ae5f707ce10a160db5fd80	expression.observed.en.sha256_12a4a0d530e66edcc3ddc04b06e6afd35b5f46c368ae5f707ce10a160db5fd80	juicy & citrus finish	juicy & citrus finish	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.08fd31fa2f52c50a643647fe4ab614647677b553d975ed982697b578eafdceaf	expression.observed.en.sha256_08fd31fa2f52c50a643647fe4ab614647677b553d975ed982697b578eafdceaf	juicy and clean with notes of watermelon	juicy and clean with notes of watermelon	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.f9c9c7b506cee6b4f5cd8cfa861702c40f6acd57ea1d8c6324832feefaaf1cb7	expression.observed.en.sha256_f9c9c7b506cee6b4f5cd8cfa861702c40f6acd57ea1d8c6324832feefaaf1cb7	juicy and fruity	juicy and fruity	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.b9fc71ea74d272087eb7021d437835b378f7b89894d79ec0e3744da1e413d49b	expression.observed.en.sha256_b9fc71ea74d272087eb7021d437835b378f7b89894d79ec0e3744da1e413d49b	juicy and refreshing	juicy and refreshing	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.e6c1a517fcc6cb368c4716b507bf3abf569af0fde33976421983ee9474fe448f	expression.observed.en.sha256_e6c1a517fcc6cb368c4716b507bf3abf569af0fde33976421983ee9474fe448f	juicy and sweet	juicy and sweet	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.f64227fbcac675329091b2532af711c059421465932ea3f31017a9e622172169	expression.observed.en.sha256_f64227fbcac675329091b2532af711c059421465932ea3f31017a9e622172169	juicy body	juicy body	3	3	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.8910241702a8442d72c98e21603ba2d8b79231c94d7b71a9e2933b6d66f4814a	expression.observed.en.sha256_8910241702a8442d72c98e21603ba2d8b79231c94d7b71a9e2933b6d66f4814a	juicy peach	juicy peach	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.573fad57ad69f04739b0730469c081f9720024e6e43ebc5febcf1d49f7613e89	expression.observed.en.sha256_573fad57ad69f04739b0730469c081f9720024e6e43ebc5febcf1d49f7613e89	juicy ripe peaches	juicy ripe peaches	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a58fa33b18a6f2c37271a3f4286b2c3d342974487d460e1db68d9540b1abab9e	expression.observed.en.sha256_a58fa33b18a6f2c37271a3f4286b2c3d342974487d460e1db68d9540b1abab9e	juicy strawberry	juicy strawberry	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.caee303693f37b7243b3a6013724a8cbf1680f4400892c51190828943f52a313	expression.observed.en.sha256_caee303693f37b7243b3a6013724a8cbf1680f4400892c51190828943f52a313	juicy texture	juicy texture	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.2f67854edc07c4ff70e02dd11db7a3e0e7edbc4fd80ba2f9bb1e033deef3efdd	expression.observed.en.sha256_2f67854edc07c4ff70e02dd11db7a3e0e7edbc4fd80ba2f9bb1e033deef3efdd	juicy-sweet	juicy-sweet	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.b7468ef4268587b91d8d811182dce31b297146e63f3e719c278cf9dca652f94f	expression.observed.en.sha256_b7468ef4268587b91d8d811182dce31b297146e63f3e719c278cf9dca652f94f	jujube	jujube	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.17840323ea59b5e1c1383d90f5e688fe7441b1de61ff8679d37f16591f261569	expression.observed.en.sha256_17840323ea59b5e1c1383d90f5e688fe7441b1de61ff8679d37f16591f261569	juniper	juniper	3	3	3	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.342cd12b14448b36c4036da5b718f4dfca9f5eab9047da981ac917fd262499a1	expression.observed.en.sha256_342cd12b14448b36c4036da5b718f4dfca9f5eab9047da981ac917fd262499a1	juniper berry	juniper berry	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.eea9af31a92a63917142c444ae8f1bb66cddaf1918f560e6343423f73d6fc075	expression.observed.en.sha256_eea9af31a92a63917142c444ae8f1bb66cddaf1918f560e6343423f73d6fc075	kaki fruit	kaki fruit	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.9592a946b0f6eca0d6fd221144e5fd923b600cf24386cd20b4873b0f5aad4dea	expression.observed.en.sha256_9592a946b0f6eca0d6fd221144e5fd923b600cf24386cd20b4873b0f5aad4dea	key lime	key lime	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.dd3337b93399530a054ff40d805cf8a07d5fa0dc86299d92d2ec6cc4be697e1b	expression.observed.en.sha256_dd3337b93399530a054ff40d805cf8a07d5fa0dc86299d92d2ec6cc4be697e1b	key lime pie	key lime pie	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.4f29df761d6e9e537f890d0d2b8d5e9d273abb814ef69b828b6575ad40a41338	expression.observed.en.sha256_4f29df761d6e9e537f890d0d2b8d5e9d273abb814ef69b828b6575ad40a41338	key-lime pie	key-lime pie	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.1a5afeda973d776e31d1d7266f184468f84d99bed311d88d3dcb67015934f9f9	expression.observed.en.sha256_1a5afeda973d776e31d1d7266f184468f84d99bed311d88d3dcb67015934f9f9	kiwi	kiwi	6	6	6	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.4444acc4ed708af738379dbb565e62895ae09d8183ff380513647c495cbe9897	expression.observed.en.sha256_4444acc4ed708af738379dbb565e62895ae09d8183ff380513647c495cbe9897	kiwi and vanilla	kiwi and vanilla	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
