pair_key	subject_expression_key	object_expression_key	subject_basic_normalized_text	object_basic_normalized_text	subject_normalized_text	object_normalized_text	document_cooccurrence_count	sample_count	npmi	subject_given_object_probability	object_given_subject_probability	subject_document_frequency	object_document_frequency	value_semantics
cooccurrence.firstbloom-a6cb002-pilot-v1.73520d894d3ce7641af5958ab1361397fb2301284d80012879c38c6533c3ab66	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_381ece133e0ec5b27803beda3370dc520be50ecf8495b314bfe90d63b2ed39a3	dark chocolate	honey + red grape	dark chocolate	honey + red grape	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.dd8ec89846801a6a0726000bc944806c4450df954a32c81ec83695b52c41bc25	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_35e06e42afa827fe993fc7375b9460d9c4d28915ae07e95543552a64d8e228ea	dark chocolate	honeydew melon	dark chocolate	honeydew melon	1	2474	0.16453811625770162	0.16666666666666666	0.008771929824561403	114	6	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a3a9e7a9584ae4a26452cd4a0d805001f8782ec1b232ec9ec160be3c9bccecde	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_d0d092b83d4aefab43b6c1ba0d766d7e1a0d2677ab9abe374d6d5fe83a1ee641	dark chocolate	intense	dark chocolate	intense	2	2474	0.432191158811613	1.0	0.017543859649122806	114	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.0fa94e3f10f9332d0d5feba4aa3ee03a64286e35d54cf3cf170c941b64b4061b	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7	dark chocolate	lemon	dark chocolate	lemon	1	2474	-0.10935208506561025	0.0196078431372549	0.008771929824561403	114	51	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.ecb3b2abb8be082686129785accaf449d6ee2649321415624004a1b770cf075b	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_cbbd23cc32c5016b0017c4ec7a98cc82fda6edbaeccf27d72453006067d821cd	dark chocolate	lemongrass	dark chocolate	lemongrass	1	2474	0.16453811625770162	0.16666666666666666	0.008771929824561403	114	6	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.8ed97acc9c447e29f812f4a4d25ed954b9b755c937ad63a7c570244e9e080d06	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_716904c8f84129c08206b1cf0dbd686430f01d641cd796190219044d2cae6c7e	dark chocolate	lingonberry	dark chocolate	lingonberry	3	2474	0.41544596376404175	0.75	0.02631578947368421	114	4	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.cc83d48ca3d564a27d872f51b3d96fb6b2037f637f70ba024fb405d88dd99435	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_1e67037bc5e90f888a47cbeff1e4634bc6fc541b9e36a45c0cc59d67f0d3df3c	dark chocolate	mandarin	dark chocolate	mandarin	2	2474	0.0954291328212784	0.09090909090909091	0.017543859649122806	114	22	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.da11a043f3870c55e5cba711905130cb0671538625189ba507f94a1984b20a1b	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494	dark chocolate	mango	dark chocolate	mango	1	2474	-0.07169469396653762	0.02631578947368421	0.008771929824561403	114	38	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.3bbc42f161764569c071789b6fea9c04b9a7c27b2998c6d3098c6791cdb73421	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_c59faf735546fc8d4378277fe2e431b9b1c5777f57f7df97999f98a8fb25b9a4	dark chocolate	maple + green apple	dark chocolate	maple + green apple	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.bf9f8da2fba5c5b0c1827471a7609221cfc8dd90aac4a56a2980cea04c6e5795	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_f96558e099ebbfdbb2f4100ab37c16dcd0e43a4361b7f4ffd7c33ca6bd6bf30f	dark chocolate	marmelade/pannetone like finish	dark chocolate	marmelade/pannetone like finish	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.3abae9528f3902a54d7031d4293d5987c3e995c7bc37f62bcabedb90aad8bc9f	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_54ce1e8556b7107f6cc86be0a931bd6bfacf75cc434a4b57682a0c9c087099e5	dark chocolate	marzipan	dark chocolate	marzipan	1	2474	0.16453811625770162	0.16666666666666666	0.008771929824561403	114	6	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.0c7c42ee1a3e201954ebedd423f859809486ffb0df1bd1724b85389b6dca5370	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_a73860a05ec07cb9ce86d8022312d6e32e5048f44e33e3386cf1ce8a6dc4fe27	dark chocolate	melon	dark chocolate	melon	1	2474	-0.0017468725755469964	0.045454545454545456	0.008771929824561403	114	22	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.b6b41eb1926808def38e1591541ac682b3279d2cf509509d9d71af52c598883c	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_3b409d9dcb082d72842502c561d97386a175af91b85e6e67f056dc949549e66e	dark chocolate	merlot	dark chocolate	merlot	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.4af75bafd56b86d918ecebc3e61d9ebf7283d0b967188bc2dee3abb4583e9b83	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_c5d91cf8d077315926c1697a2df790fdd760827d1db82457213eab6ca8a40d5c	dark chocolate	meyer lemon and papaya	dark chocolate	meyer lemon and papaya	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.5577c78ae294f2a4f9eddb929c252bd55525f0ccf874048eed2326e4eed0d10c	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_d9dd37da9c7d903de18831b9eadc59d97a9c30b18bc347346bd60564941c67bd	dark chocolate	mixed nuts	dark chocolate	mixed nuts	3	2474	0.4582878045396203	1.0	0.02631578947368421	114	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.b29d0314ff3cf4a2f94675f03729d8362959b14be541d508d121194cb96bc385	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	dark chocolate	molasses	dark chocolate	molasses	5	2474	0.2126857688352351	0.1724137931034483	0.043859649122807015	114	29	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.7a3945ea4676ac4459ef48c15c6e2bcdc6c931116c3960d8895eb349a3e7a963	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_c570a554854997cf3d9561fe2fbe150fde5c4c01792f949d1af48082b1abf230	dark chocolate	molasses and a rich body	dark chocolate	molasses and a rich body	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.beb8d7c5e748210de7009c1806fff5701a388a79e1cd89bf5708baf26d8e97bc	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_0443db30f63976c6f5f1cbcb7a4aef3518505ab23783d5fc122cdab1af28f2e5	dark chocolate	molasses and round	dark chocolate	molasses and round	1	2474	0.30514084436587735	0.5	0.008771929824561403	114	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.ff233584fe69705d176785172538dc66150a4ad65fd8242bdaec4c5022efd389	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_58c6b19560b9ffdde64435b0ed2d47369cb80a2543b89624dba112102d9ca8c8	dark chocolate	mulled wine	dark chocolate	mulled wine	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.65dd3f8604a49447acabcfd73bc6ef8d485252824c778bcd0ddb44f355fb9aff	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d	dark chocolate	nougat	dark chocolate	nougat	1	2474	0.023935388149525845	0.05555555555555555	0.008771929824561403	114	18	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.1a977aa25397b9783363bf9fb2e9a06c5b8bda767a73e84be0ea3d0de71e69d4	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_7dfd8928a4a3162bbd66beb10987e7640f1de3230dd1bef92b5ee9a1c751ab28	dark chocolate	nut	dark chocolate	nut	2	2474	0.256252284357007	0.2857142857142857	0.017543859649122806	114	7	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.fbeca6df166aee08bda638f1cbb165a78f84a74ee010a57635d94f44c4cb8b06	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_f503d9da55cf383051b0065ce6b1638b6cd15e957c589fa31db82c3147bd17b2	dark chocolate	nut and citrus	dark chocolate	nut and citrus	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.6f5e6351136ede1993aebe192f15348a994b7c67d5e229f0d470192f5733d419	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	dark chocolate	nuts	dark chocolate	nuts	1	2474	0.01701575063022835	0.05263157894736842	0.008771929824561403	114	19	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.8aebceef30269ebf9c831e21597f1d1ef93ec51fcd484c1dc748f48dcde222fe	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c	dark chocolate	nutty	dark chocolate	nutty	1	2474	0.004206857577818268	0.047619047619047616	0.008771929824561403	114	21	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.7304d7a2f6b46d0ea0e055eb9e4bbac999f60333b707e7780b31b721b7993d15	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	dark chocolate	orange	dark chocolate	orange	2	2474	-0.04547529060962504	0.03333333333333333	0.017543859649122806	114	60	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.44f8a1556f9487f766cfeaa81ce6e7d80f8909d8bdadd316e7f940c7c2da38ed	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_f79c4428ee7124a8981479102a6add027f251699ff5c766f17aade43de0a3e97	dark chocolate	orange rind	dark chocolate	orange rind	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.36a065382a12d83af8666299d7475a12384e412e41288a066f5236170cd3fb5f	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_36ae583609d7fb39f8b89851e2001526f3da6593f584bbe8091f165d9ec57565	dark chocolate	orange zest	dark chocolate	orange zest	1	2474	0.12771995517234544	0.125	0.008771929824561403	114	8	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.614e4e39a99c5c927608e22dbbf5408db2d31cfdacaacc7e5fe74d60294f196f	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_0be612067ff036e375ceb1df9619818def1561dc14a19c1d0d8f47686074d2a5	dark chocolate	panela (unrefined cane sugar)	dark chocolate	panela (unrefined cane sugar)	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.606f30f73ade38542864e74989774ed49bacecf81d2a3ce57c1d4268c87bbb2c	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18	dark chocolate	papaya	dark chocolate	papaya	1	2474	-0.012882772935830311	0.041666666666666664	0.008771929824561403	114	24	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.2f9670518a0302644f0fdaa065a6e0976ac2aff7f4fb0251279a5d37b83656e3	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	dark chocolate	peach	dark chocolate	peach	3	2474	-0.010795245371623246	0.04285714285714286	0.02631578947368421	114	70	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a9034b6b8397f1ecb120ca11a8c6ee3460c270c29250e8ed01f3aa50032230a5	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_57a7e700e0ab55c6d85bdc56392098265481ea5470684921306210a260613897	dark chocolate	pear + caramel	dark chocolate	pear + caramel	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.5b13adea00ec445dfc87e684899fd49ccfa85444c424b03b63d8f5285114e418	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_a1e634d900bf403fe72ab7bd3a20ca6f5130e76038585a94b21194960484e924	dark chocolate	pecan	dark chocolate	pecan	1	2474	0.06558363636281572	0.07692307692307693	0.008771929824561403	114	13	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.3fc8ca8a2d424fd7ed16bf3ccc306f3abe233e929bc2d4bd2318be86cf302bec	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_cdc56610ee59993ee752f47de6bf28086441a2b5c9a8ef0bfdcce632c760d7b2	dark chocolate	pomegranate	dark chocolate	pomegranate	2	2474	0.33484510225825687	0.5	0.017543859649122806	114	4	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.33fb7359662e14cd7769ecad64de8f3a7a218caa4700be22e4af515954342db6	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_465c4f46b346f3f4682cb4a756e00057bb75f56542f8d7f5e70c0ff796a456f6	dark chocolate	praline	dark chocolate	praline	3	2474	0.3122219397902581	0.375	0.02631578947368421	114	8	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.2fe8917e7012df248cd80c7cac72120c2635b99ea4c2e7aaebf06e9ad8e93a57	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_7a26747947fb511cfbae8d4b7b377e3884395d02e96bc35b9589c81b71a2489c	dark chocolate	praline and dates	dark chocolate	praline and dates	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.f1d2a3c21f5ce43bb072d81ebb9114633bf09d222e8adf3b24f0bd1d9a08be97	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_6c83126bfcb0c11f963495f9102d4a1ea0a90a7e1a65c67878bc7e1e18beac67	dark chocolate	prune	dark chocolate	prune	1	2474	0.09916157074669764	0.1	0.008771929824561403	114	10	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.2e470d46b2453faeec9d92a5ee66f9c474ba1174a447577df152f733d1894843	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_c245aed4340cd2c8039ee054fb1ee2b84391853bbfcf6cbcc124a924cff55e14	dark chocolate	purple fruit	dark chocolate	purple fruit	1	2474	0.3938512889626433	1.0	0.008771929824561403	114	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.cf95a5633e33a825874c35eb210877eb43d2e69599e635a3f4316002e6df230f	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	dark chocolate	raspberry	dark chocolate	raspberry	1	2474	-0.14988013252995164	0.014285714285714285	0.008771929824561403	114	70	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
