observation_key	document_key	ordinal	observation_text	raw_phrase_sha256	unicode_character_count	source_character_start	source_character_end	retained	exclusion_reason	basic_normalized_text	normalized_text	expression_key
observation.firstbloom.release_2905.001	document.firstbloom.release_2905	1	PB and J sandwich	1952682392aef0ab47db94136d0b8143a35ad4bbbe7af7c6b825dcd194768f66	17	0	17	true		pb and j sandwich	pb and j sandwich	expression.observed.en.sha256_384ddb629c1888e7d7dc2580b6571f94fa62dced76b2517a4a739e4bcf4f0a82
observation.firstbloom.release_2905.002	document.firstbloom.release_2905	2	rich	7baa68f2418ba82d2545a780c00d7a8778249bbcdaf7369114534874ea6d3bd6	4	19	23	true		rich	rich	expression.observed.en.sha256_7baa68f2418ba82d2545a780c00d7a8778249bbcdaf7369114534874ea6d3bd6
observation.firstbloom.release_2333.001	document.firstbloom.release_2333	1		a61c254e6f4e5fe86e90ac52bee7cd8c8367b2f9b50310410f8024d29e9aacab	9	0	9	false	rights_complete_field_surface			
observation.firstbloom.release_2333.002	document.firstbloom.release_2333	2	Honeydew and Winy	335b9f82ba415c2493abafdcb06ac1ea0fa570cc6aac5d33200a4be6036c8739	17	11	28	true		honeydew and winy	honeydew and winy	expression.observed.en.sha256_8371b511f8bee9c0a5aba95dbe0a9c9fe2aeb3d5c100862c90d3a8fb93a775a4
observation.firstbloom.release_4149.001	document.firstbloom.release_4149	1		d202441495760ec7a52a5761fcabbd046a9ab9fcfa231d304fb42d962524eb09	9	0	9	false	rights_complete_field_surface			
observation.firstbloom.release_4149.002	document.firstbloom.release_4149	2	raspberry yogurt	c989dfe0e75b2774dd22da184b7ae1eee2cc6f3ee05e3e123b69f0167484048c	16	11	27	true		raspberry yogurt	raspberry yogurt	expression.observed.en.sha256_c989dfe0e75b2774dd22da184b7ae1eee2cc6f3ee05e3e123b69f0167484048c
observation.firstbloom.release_4149.003	document.firstbloom.release_4149	3		8584bfd969865748254d4661aa581aaa5bbf6cc8ce0019b795a463907975faa6	15	29	44	false	structural_gate_sentence_punctuation			
observation.firstbloom.release_3559.001	document.firstbloom.release_3559	1	Bubble gum	2eb224cba1af7f4637cb65ccba504cbff900e79e3538c32872991e9d4839cf8a	10	0	10	true		bubble gum	bubble gum	expression.observed.en.sha256_de9c671ede0c3c061bda1ee1bf91572311edf428421d59c5f2306ff17d24d7e4
observation.firstbloom.release_3559.002	document.firstbloom.release_3559	2	key lime	9592a946b0f6eca0d6fd221144e5fd923b600cf24386cd20b4873b0f5aad4dea	8	12	20	true		key lime	key lime	expression.observed.en.sha256_9592a946b0f6eca0d6fd221144e5fd923b600cf24386cd20b4873b0f5aad4dea
observation.firstbloom.release_3559.003	document.firstbloom.release_3559	3	fig	8c39c63488260c318aea4cb09df75d79e27f13c6997489d4aee818cbb88a7d23	3	22	25	true		fig	fig	expression.observed.en.sha256_8c39c63488260c318aea4cb09df75d79e27f13c6997489d4aee818cbb88a7d23
observation.firstbloom.release_3559.004	document.firstbloom.release_3559	4	apple	3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b	5	27	32	true		apple	apple	expression.observed.en.sha256_3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b
observation.firstbloom.release_2261.001	document.firstbloom.release_2261	1		2ca3461838fb78a7bb1bef36cfb116ef0debab9f30d48c6abf73def0e0675fe0	36	0	36	false	rights_complete_field_surface			
observation.firstbloom.release_250.001	document.firstbloom.release_250	1	Tangy profile with notes of tangerine and lemon	cb67b8ccaa28b8e0619e05db7b4b281230f0d27013bdde28182ecbe275f75bed	47	0	47	true		tangy profile with notes of tangerine and lemon	tangy profile with notes of tangerine and lemon	expression.observed.en.sha256_6b07464d0ea7e4bdafa54e16633719b80f69f3287390e9fe5ba80aa4ea7aed26
observation.firstbloom.release_250.002	document.firstbloom.release_250	2		55e26e52f9e3551d76ddb4929afe3addb3337cce1cffdcb7d586b7a69df959cf	28	49	77	false	structural_gate_sentence_punctuation			
observation.firstbloom.release_284.001	document.firstbloom.release_284	1	Chocolate almonds and sweet lime	5ed44383adb8ecf0f610455a14d50514ec33186fe4c75f498e77dd4a61ae9f83	32	0	32	true		chocolate almonds and sweet lime	chocolate almonds and sweet lime	expression.observed.en.sha256_9929f06edc2e1649bed416624c907497ec25c1dada0e99a1d562a1b2b37012d7
observation.firstbloom.release_284.002	document.firstbloom.release_284	2		99b9ae2c1a990e76d6134bde68cb254780a016bf15a9f5c15a311542f59beb29	24	34	58	false	structural_gate_sentence_punctuation			
observation.firstbloom.release_4264.001	document.firstbloom.release_4264	1	Fruity	07a81f02b607fa1ad8dda6bb8e95fd65d07db46f5c44f88d0b63790781d8e697	6	1	7	true		fruity	fruity	expression.observed.en.sha256_c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f
observation.firstbloom.release_4264.002	document.firstbloom.release_4264	2	Citrus and Blackberry	6206711d1720a5c0f2e9defb1191ae26f61d9f9ab534dbb7e791882c54baff8f	21	9	30	true		citrus and blackberry	citrus and blackberry	expression.observed.en.sha256_dab9e1e43bb4ce86569f1aeb7ccbbcfbf535f2f2f4b28cc1f460da299f162141
observation.firstbloom.release_2935.001	document.firstbloom.release_2935	1	Cantaloupe	447601ff07f0cac42f2f83f7abb85660e17c938dba3a63433076d4323a5c7d1f	10	0	10	true		cantaloupe	cantaloupe	expression.observed.en.sha256_cd7419471a8bffef153ea4d027090e5b112555f357ed06901b78bd14bd594bc9
observation.firstbloom.release_2935.002	document.firstbloom.release_2935	2	black tea	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	9	12	21	true		black tea	black tea	expression.observed.en.sha256_099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed
observation.firstbloom.release_2935.003	document.firstbloom.release_2935	3	juicy	5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	5	23	28	true		juicy	juicy	expression.observed.en.sha256_5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944
observation.firstbloom.release_2024.001	document.firstbloom.release_2024	1	Strawberry	8b08b70bef0c5f31046c217add159aca8236f286665088b39d872ae5b37c1771	10	0	10	true		strawberry	strawberry	expression.observed.en.sha256_5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a
observation.firstbloom.release_2024.002	document.firstbloom.release_2024	2	milk chocolate	7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509	14	12	26	true		milk chocolate	milk chocolate	expression.observed.en.sha256_7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509
observation.firstbloom.release_2024.003	document.firstbloom.release_2024	3	creamy	7f18041501a6073856a11aeccde8725cb9fe20ddefe45b5772ae880290fb0f2c	6	28	34	true		creamy	creamy	expression.observed.en.sha256_7f18041501a6073856a11aeccde8725cb9fe20ddefe45b5772ae880290fb0f2c
observation.firstbloom.release_2439.001	document.firstbloom.release_2439	1	Banana bread	458d1d720b75869e23f4baf15238ce62fdc950ac11f69c66f23d68683addc727	12	0	12	true		banana bread	banana bread	expression.observed.en.sha256_199d351553711ca209367a41cddd874805a6846061f79280965798673bc178a1
observation.firstbloom.release_2439.002	document.firstbloom.release_2439	2	cherry preserves	bcfa23380aab7d63d89848b9a7f62ea1e6edbad8d0f3ec458a930adc6ef60989	16	14	30	true		cherry preserves	cherry preserves	expression.observed.en.sha256_bcfa23380aab7d63d89848b9a7f62ea1e6edbad8d0f3ec458a930adc6ef60989
observation.firstbloom.release_2439.003	document.firstbloom.release_2439	3	chocolate pudding	4aa3538096704c3a07b704116b8e013fc3887b275259c7f5fec4ab2c1089cc4b	17	32	49	true		chocolate pudding	chocolate pudding	expression.observed.en.sha256_4aa3538096704c3a07b704116b8e013fc3887b275259c7f5fec4ab2c1089cc4b
observation.firstbloom.release_1017.001	document.firstbloom.release_1017	1	Earl Grey	b371a849a6780bd39cccf2799f1de20cb021daf85267dcbc6dfff2870cdf2f3f	9	0	9	true		earl grey	earl grey	expression.observed.en.sha256_60daa8b86a4fb6251d88a3f70ab7d1752ad22889ae718cdf1fc30b073a7ecd4c
observation.firstbloom.release_1017.002	document.firstbloom.release_1017	2	sweet lime	12a4b317aea8e14f37f775a58f67f97b39127a79f7e83fd48ae228f4ea919dde	10	11	21	true		sweet lime	sweet lime	expression.observed.en.sha256_12a4b317aea8e14f37f775a58f67f97b39127a79f7e83fd48ae228f4ea919dde
observation.firstbloom.release_1017.003	document.firstbloom.release_1017	3	green apple	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	11	23	34	true		green apple	green apple	expression.observed.en.sha256_2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b
observation.firstbloom.release_3408.001	document.firstbloom.release_3408	1	Maltesers	45dbeb051042f3689d014740667a16d8d64a5d7d2449fbbc7ca005ab7eff776f	9	0	9	true		maltesers	maltesers	expression.observed.en.sha256_bc613bcdd44feb1b4b1aa6e284c640915f1eefb90b8032f6e7c8238b3e800080
observation.firstbloom.release_3408.002	document.firstbloom.release_3408	2	brown sugar	d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	11	11	22	true		brown sugar	brown sugar	expression.observed.en.sha256_d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b
observation.firstbloom.release_3408.003	document.firstbloom.release_3408	3	vanilla	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	7	24	31	true		vanilla	vanilla	expression.observed.en.sha256_5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69
observation.firstbloom.release_2707.001	document.firstbloom.release_2707	1	Peach	2b1f3f0b7afa26e4a824521353a48880a0dbb7c6f7a371056fbde0c6ee03f407	5	0	5	true		peach	peach	expression.observed.en.sha256_85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265
observation.firstbloom.release_2707.002	document.firstbloom.release_2707	2	Apricot	55848726df84febf55c8547a5008f40b926bc29eb4ef6171022ea300ac901d70	7	7	14	true		apricot	apricot	expression.observed.en.sha256_918f112d100d00dec359dcf58c5be7052076c0f47bc5752bae153c0e92eafda0
observation.firstbloom.release_2707.003	document.firstbloom.release_2707	3	Brown Sugar	5e356f10ef7b19891dcc27e5fd0dd87d5e930881eef225ba9a993e5a9a6a0eab	11	16	27	true		brown sugar	brown sugar	expression.observed.en.sha256_d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b
observation.firstbloom.release_3277.001	document.firstbloom.release_3277	1	Pineapple	80421e0021c50527f28a00a856c834752d5ce3d3071e2c02a00479301975b81b	9	0	9	true		pineapple	pineapple	expression.observed.en.sha256_b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c
observation.firstbloom.release_3277.002	document.firstbloom.release_3277	2	coconut	23ebce72c4424e81ef48a495bc9ca88c93b8a34ab398bed854b76f1c784ab227	7	11	18	true		coconut	coconut	expression.observed.en.sha256_23ebce72c4424e81ef48a495bc9ca88c93b8a34ab398bed854b76f1c784ab227
observation.firstbloom.release_3277.003	document.firstbloom.release_3277	3	guava	0e27150cb1fc10c8366e5924160b7d3c36bc045edf614989b5134136bd719188	5	20	25	true		guava	guava	expression.observed.en.sha256_0e27150cb1fc10c8366e5924160b7d3c36bc045edf614989b5134136bd719188
observation.firstbloom.release_3277.004	document.firstbloom.release_3277	4	honey	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	5	27	32	true		honey	honey	expression.observed.en.sha256_a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6
observation.firstbloom.release_382.001	document.firstbloom.release_382	1	Dark chocolate	21831c7b2066c2b73756fc0b976ade1a3f0465d63989d4f6d7d8872bca6aebfb	14	0	14	true		dark chocolate	dark chocolate	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be
observation.firstbloom.release_382.002	document.firstbloom.release_382	2	hazelnut	83a1cbb2b2d02d342042c0042aac671146b9941c09820f430afa4a338ce8ebfe	8	16	24	true		hazelnut	hazelnut	expression.observed.en.sha256_83a1cbb2b2d02d342042c0042aac671146b9941c09820f430afa4a338ce8ebfe
observation.firstbloom.release_382.003	document.firstbloom.release_382	3	dried fruit	ccfbf54a16301979086b98938e44a69cf6b5126e4bcfc6c2afe1f6df27709c8a	11	26	37	true		dried fruit	dried fruit	expression.observed.en.sha256_ccfbf54a16301979086b98938e44a69cf6b5126e4bcfc6c2afe1f6df27709c8a
observation.firstbloom.release_373.001	document.firstbloom.release_373	1	Nectarine	0c70766d494019554723cb5ca67294e551066044f888744bc85f67769433dd64	9	0	9	true		nectarine	nectarine	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401
observation.firstbloom.release_373.002	document.firstbloom.release_373	2	White Tea	a123bea6aad25153f9b06ca482ecd1c14414b2480003b1e8c1eed1b843c5b13b	9	11	20	true		white tea	white tea	expression.observed.en.sha256_0d9f3b55df4c901508b21b1dd45a2efc8bfdfc4366a939163cb7ca343c64b1fc
observation.firstbloom.release_373.003	document.firstbloom.release_373	3	Delicate Aftertaste	8147dd48660bdeea2dc75b37656b347c957b29199054b4dae3c70b61d62ff33e	19	22	41	true		delicate aftertaste	delicate aftertaste	expression.observed.en.sha256_d1a20d44dd73e27593efb10b4f0af0d43f842666ee3cd4170851db379e108f99
observation.firstbloom.release_4529.001	document.firstbloom.release_4529	1		0fc6a75285d2082df0112a32e897ce3780de73239a4d10f9791aac583c466c73	17	0	17	false	rights_complete_field_surface			
observation.firstbloom.release_399.001	document.firstbloom.release_399	1	Bing Cherry	922ce4aa1b9573dec9c6fe5ca29cb4bffecad314c5204ea1fcd57d0b747770d0	11	0	11	true		bing cherry	bing cherry	expression.observed.en.sha256_c2a1eb38d4c65c86435af76e71e3e964ea702d63615e58e73f90fdd59ebfb995
observation.firstbloom.release_399.002	document.firstbloom.release_399	2	Mango	6455dbcb9597e2174aedccfd387db577d487fc7fc6027c2d66eb7c239cf56922	5	13	18	true		mango	mango	expression.observed.en.sha256_6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494
observation.firstbloom.release_399.003	document.firstbloom.release_399	3	Honey Sweetness	e86d17f1e48f165772874dbf38cb40b253554bdb73db8e0558197758058d95dd	15	20	35	true		honey sweetness	honey sweetness	expression.observed.en.sha256_84a677f3806147471d2ad40f2c071db1b6ea57969ffca0106fa07021fb4becbb
observation.firstbloom.release_771.001	document.firstbloom.release_771	1	Grapefruit	6735f0e0ad41dae8946bf677fa11f7aeffa021822dfddb2b8b689d249cffb3b6	10	0	10	true		grapefruit	grapefruit	expression.observed.en.sha256_e30970665ed2e34594c2645ba9d3c307b36fc95efb92136b18ebdeee48b9072b
observation.firstbloom.release_771.002	document.firstbloom.release_771	2	raspberry	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	9	12	21	true		raspberry	raspberry	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953
observation.firstbloom.release_771.003	document.firstbloom.release_771	3	vanilla	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	7	23	30	true		vanilla	vanilla	expression.observed.en.sha256_5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69
observation.firstbloom.release_1683.001	document.firstbloom.release_1683	1	Peach	2b1f3f0b7afa26e4a824521353a48880a0dbb7c6f7a371056fbde0c6ee03f407	5	0	5	true		peach	peach	expression.observed.en.sha256_85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265
observation.firstbloom.release_1683.002	document.firstbloom.release_1683	2	apricot jam and honey	a7e5344bbcde501f8869efb3d5c2b80c99e718576bf29cd7d25417ce1d868b6a	21	7	28	true		apricot jam and honey	apricot jam and honey	expression.observed.en.sha256_a7e5344bbcde501f8869efb3d5c2b80c99e718576bf29cd7d25417ce1d868b6a
observation.firstbloom.release_667.001	document.firstbloom.release_667	1	Caramel	dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d	7	0	7	true		caramel	caramel	expression.observed.en.sha256_a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a
observation.firstbloom.release_667.002	document.firstbloom.release_667	2	Stewed Fruit and Red Grape	aa193045963b603978a0c1f3e4f50ce99693ec5f5926dd93c2125283ff87b98a	26	9	35	true		stewed fruit and red grape	stewed fruit and red grape	expression.observed.en.sha256_8c61266f87c40cb6ba6641526dfec3da50840e1f38f2a948f7ab8e1ea265f604
observation.firstbloom.release_706.001	document.firstbloom.release_706	1	Honey	ebcf983695346eea63258d8ab772084bb91b6d51b529ae8b00121f2fa323831c	5	0	5	true		honey	honey	expression.observed.en.sha256_a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6
observation.firstbloom.release_706.002	document.firstbloom.release_706	2	Chai Spice	df1366365daac191e70eaf34b1be8983de5f44ec3c47e6f528d32592a52c7221	10	7	17	true		chai spice	chai spice	expression.observed.en.sha256_f597ae7e9e1fd5d9a4e1918fb679e7f245aee250cdc6ec388d2e074b3e591ef5
observation.firstbloom.release_706.003	document.firstbloom.release_706	3	Dark Chocolate	cb2ad2f5b06e067fb1e9b486940743520b8a6807944cffa2f3df40c2572c4684	14	19	33	true		dark chocolate	dark chocolate	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be
observation.firstbloom.release_706.004	document.firstbloom.release_706	4	Sweet Smoke	df2d0c455e225670977b3182c9ebd1c87aa305200db2e3a2283576a2510039fd	11	35	46	true		sweet smoke	sweet smoke	expression.observed.en.sha256_f7692693e032561e1589022b8ba174e20f5b24ffe70f1371dc306079b10baa9f
observation.firstbloom.release_496.001	document.firstbloom.release_496	1	Cocoa	527859c0ad13e24ca8c9b65edd36de55aaf1b66a5c4a1419865a5e77a9447184	5	0	5	true		cocoa	cocoa	expression.observed.en.sha256_740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8
observation.firstbloom.release_496.002	document.firstbloom.release_496	2	raisin	9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773	6	7	13	true		raisin	raisin	expression.observed.en.sha256_9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773
observation.firstbloom.release_496.003	document.firstbloom.release_496	3	caramel	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	7	15	22	true		caramel	caramel	expression.observed.en.sha256_a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a
observation.firstbloom.release_1111.001	document.firstbloom.release_1111	1		d202441495760ec7a52a5761fcabbd046a9ab9fcfa231d304fb42d962524eb09	9	0	9	false	rights_complete_field_surface			
observation.firstbloom.release_1111.002	document.firstbloom.release_1111	2		a18c20c62d54691cdb3affdfde3a7c74369290d141537320f6be24ac95585c85	21	11	32	false	structural_gate_sentence_punctuation			
observation.firstbloom.release_941.001	document.firstbloom.release_941	1		a61c254e6f4e5fe86e90ac52bee7cd8c8367b2f9b50310410f8024d29e9aacab	9	0	9	false	rights_complete_field_surface			
observation.firstbloom.release_941.002	document.firstbloom.release_941	2	pineapple	b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c	9	11	20	true		pineapple	pineapple	expression.observed.en.sha256_b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c
observation.firstbloom.release_941.003	document.firstbloom.release_941	3	citrus and herbal	f78f918939f2090d30b8591bdbdff686b437acdae668f679d45a9a2d50531488	17	22	39	true		citrus and herbal	citrus and herbal	expression.observed.en.sha256_f78f918939f2090d30b8591bdbdff686b437acdae668f679d45a9a2d50531488
observation.firstbloom.release_4675.001	document.firstbloom.release_4675	1	Bakers Chocolate	ef7e44a9eb6c9d68c5c389bb058bb455d13a19cb8043313f5c4656661eba8371	16	0	16	true		bakers chocolate	bakers chocolate	expression.observed.en.sha256_f3acfc5ce9afab87dffc3f4923fb14552e8a2ba2f1db7be98ce2edaddca40778
observation.firstbloom.release_4675.002	document.firstbloom.release_4675	2	Cocoa and Nutty	1488d0c10c3a7fa42997cc4f50fcc32b144f87eb13a50a244d39ea670e2f6548	15	18	33	true		cocoa and nutty	cocoa and nutty	expression.observed.en.sha256_70678bbd1f39e2a8e14f23250166ddab49c40dc5ec9deca070a2e365590cd6cc
