cleaned_descriptor_identity	canonical_concept_id	semantic_class	mapping_state	cleaned_assertion_support	effective_record_support	source_family_support	year_support	gold_support	silver_support	bronze_support	rights_affirmative_support	rights_pending_support	rights_unknown_support
cleaned-form:5ea1addbd3b363901dea9bf5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:5f49ce4fe590832632780160		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:5f7f0f7309afa794aac90401		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:5fab5f43d0b2f97526e7daac		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:5fcdad82a71da2587e35a53f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:601e0497dd4a6a0276a2fa33		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:60265af09d3dbd456251b284		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:60385a490d4af7b052be38df		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:606c17d06c74b636052f5725		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:60827b41e46cd19a4041f8d0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:60fe445ccd7595543ec0af9e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:6147266fb14a91ed4f8b8e3f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:615d8f089629d3b3a45dfb53		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:617613d4e7fec62cc4dd01a3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:61cb67a673022cd3469d95f1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	0	1	0
cleaned-form:61ddb2e64d1637a9df92baba		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:620eaa5b2ea1edab468c3b5d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:62270cba6fe7ec17e1bcf1b5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:62297b435f55b7eea6690474		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:622ec6cfe8612644a13cd6af		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:6267198326ada45c413ccc39		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:62698e91cfb1bed38cf1128e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6273d980d6d7775baa60ce3f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:62a4a0e9fbff1ed4b03bd123		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:62d268bc5a05c748e00cc972		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:63088cdbb845a75e6f6cf1b3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:63141116d8e081f294f4b9fd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:632fa495584f657910493291		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:637fdce77036cc3ff35ef0ac		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:63880fcadb41fcb52e6e744b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:63903152465fddd38ef2c912		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:63b4fa1d80ce0914a5eee950		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:63fbb88660d663c810e688c0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:642d304744c59540a77edb47		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:645615d31ce80eb7c62ce878		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:645ee56dd8fcfedb4461a573		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:64feba9ed3b980933920a596		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:653c00ff3723c910dbd2fd26		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:654c86601c5cfcb7a2214dfd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:655631778706680b73d47923		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:65c589a44f53a3c86c18bc4d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:65deace25416f2386b4e9ba4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:65f9623122d6ecc3edd73bde		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:65fb75049ff6a2e00a4dca75		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6647fa7fa44674150c7b55d8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:66625d4dc242e87b0b974dcb		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:66ce741bb755ad09848f97a5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:66e9f9f374476012a2bc89cc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:67062161442a016aee85a76f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:675309cb63bc91f2e89dbd7c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:676c203b26aa47043b62b965		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:6782f5f35363efd53e827217		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:67b8a46f203be130b5fa4a3f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:67bed883e56dc9816cd115af		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:67d54f3d1931587b0216f02d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:680965893f65fbb39f6073f8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:682ab9067e792ac2cc1817eb		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:684f9575b5e8ff3bdcf2cff9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6850ca355247469531b982f5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:685ee53b55aa432dc84736bf		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6871c78019e5ec62c92c1f57		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:68bfe49a6e2ea9de18057a4d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:68c3caa0078b2f7114ca63ba		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:69248fd7516f9f59f255b628		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:693c8b063e4e41979e86f0fb		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:694a86a8fcce7ebb95d8c7cb		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:694cd739b5137497013e3ef6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:69771ca8e9d74a72c1142b45		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:697beb8e437bc4be71e1d2ca		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:697d96f80191a2ebe70ee97b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:69d03293f9f62c75a2d338ad		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:69eee6b55459cfc0114adf91		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6a852b6d27f4404413e72aed		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6a91ec501929632b1b6de0e8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:6ac80c26147e90e19e836d79		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6aca169df794679884b5588f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6af5b9f350d547e6e0f5f298		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6b0edeb0e0476e9108c8803d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6b2f2942a3f8867223b395a9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6ba97f112f809685770b8b99		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6bc5cc5cb7a9e155898d952d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6bc6ec2e5ddde4f47de784a0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6bd1954d00c03e392621d5c3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6c3a0d7af5113b8286a4da46		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6c7c3d3c171d9a6e89c63892		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6ca26d932aa70a7aded32363		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6ca628b3a32501cf9f075f37		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6cbd8f22745718174908621e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:6d114c95fbf5208dd6cf5133		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:6d129d0d1e4fed38ce22af82		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6d16fc0aa74fae6e54391949		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6d417bc00dd6db8d91680f72		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:6d4a2bcb5b736ec73bbcb900		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6d6f8218929525b462422882		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6d71cc9437d918f3eab2e112		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6d9bb116fd83a8c18dd647a6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6e08cf505d689785e8210cf5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6e3d80b9528fbb67700caafa		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6e89b346fc8210761b3d1b1f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6ea3fdca791a2a182f6d2707		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:6ed7404cdd116a6c4470fb7b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:6fb80469b5f8e83d3bc95c55		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:6fd42429c5e2e3efd31c1acf		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:707a1be60a72d57d2fa50b4a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:709e90af96b2a0d2fa33fca8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:70c89165115cefa800ec3c27		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:70caeb4bfebbef16e44e4f74		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:71244365f8af3d21d39152c0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:71327f8030354ed5d14e586b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:71401096bee6fdf8e778bef4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7166545735ce57c1924fdc02		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:716904c8f84129c08206b1cf		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:7189df3ca839d85b13145b4b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:71c34e0c3be4dc7e50079c4e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:71c434a1b739e765b5fe2a5b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7252f82ca5727d025880c421		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7259e1ba18c96dd1c888231e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:728d5eb3ced6b6300af06dbc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:72e4332764f72c41c048decd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7334ad4dd5b0b1d5d3592a0d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:736bc2d4e0945110e88f7808		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:73df1fd274078b590142cd8f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:73f3dff91dd18a9e301b272f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7448d80dc212c450f534939c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:749bf5aa08aa9ec96ff65687		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:74a073f4179d913d3b61a829		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:74a959af05080ff820803237		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:74b1836921a6af20cc8c39aa		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:751743627a4998cbb089df68		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:75a0432baf576c084ec9fda9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:76352d032db764a935369161		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:764c85d2bc16709552029e4c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:76626d4494270d751fb5fded		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:76b1ee582dbd709cf8e9e34f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	0	1	0
cleaned-form:76fd2a4d87b7b3c5f8500227		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7727e70c60cc49364d27bc0a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:775007dabc8f9841aa3c0e38		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:77633aa960862435035dde28		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:776df97222dc9159805ede3c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:77860d70aaf76e7134e4f90a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:780b67e9f963476deb89dcd2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7840f111e81b80d40ce44571		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:784348f7c5eb876a36027508		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:78bcd196f187e5b87122ebea		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:792bbb12387cc228bc33dab3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:793431b5bf5627ac252ef42a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:793533098e331f6236a1965e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:799102d66d1d06d8787f6268		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:799426130933b6efb170772c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7a471160cccd23ff2530da24		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7a9989567cf3993ff50183a8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7b194bcf7f8d744ec3b8b405		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:7b1a56f597e51e94105e65f4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7b360321fdc3725cba81450b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7b3ece63ac5fc3a27f4b465b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7b64767d44b5142a10e04c07		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7bac509a5325d0a8644ca888		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7bcc48d94b4b920c656f3d9f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7bcf701c8c364843f24bf92f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7bde1d56d84d6eca2d7f5b87		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:7bfdac865f3bf97f06b895f8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7c1a708f3ed188cb5ba4ee90		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:7c8349d45b11ada6671da9e5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7c8ee9dc97005175f9fc8b64		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7cb3ff613aafa1a40c7f6c28		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:7cbf3aae533f25936917b6f1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:7ce1891a327cd364db6a5b88		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7cf0122347aa7412c675f352		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7d0088570f3080739e48ef32		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:7d6c72a985ade161e87c6bde		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7db743935fd47d6eb6b98e52		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:7ddc771c22cbdc9603251a81		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7e458560f2c6012b33cb870d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7e4f7481f2a1d335642a35c3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7e605c9b10912d560b37597d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7e6bc81fe058d5ad836e6152		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7eb27e4e557ee186dd6d7cf4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7f367ddc0f2681378eef4d16		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7f54fe43dfc13d8f2be164f3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7f912abfefacfcb55ed0a87d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7fd6362a262e67d02e5929f0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7fead99f20a79559b1da7d2c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7feb72f37fe7fff9354a6d7f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:7fed531ed6390f1397234a0d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:800ddd4b453c9c7588d5c116		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:804e16fcdd186f1c7ffcabb7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:8059d583834c54985be7e598		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:8067735633aa71c56fda0099		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:8070e60b8b68079bd1b27cd6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:80b22cfc4b686005d47e8a96		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:81489dd7a8f36e8196497c05		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
