language_occurrence_key	language_document_key	language_expression_key	raw_source_phrase	source_locator	observed_value
language.occurrence.firstbloom.sha256_3b0883b53f6354f557c2aeacc90c2bb64f9fe92c4209633255f4f0baf0a2c033	document.firstbloom.release_2938	language.expression.en.sha256_016aa8b438c66d6fa7ab36f58c128d036a23209e3414d6b823132d0a48b63f20	White Grape and Roasted Almond	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_4a1cb94beaaf8cc1ee130062a5581d0683c91cbda89f7513f0a6ea893aee6844	document.firstbloom.release_2939	language.expression.en.sha256_99874be5be40ba0c0afd875631c8889c33fda268950ef9b59a7a1c6c8ca00ab1	Black Currant and Pink Grapefruit	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_ba593852b9cc41cbec7e912a008f3d82634b65352b96b0d785f3f06eb9c5fefb	document.firstbloom.release_2948	language.expression.en.sha256_843ff2957e8701e8a5d1b38146b35dca7de0a6dea7196d92d3453ba8b7e61c39	preserved lemon	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_6c243df8b002c816f1946896ad73bf5084a5a8ac0e2723d7242bfdf433f8ec8c	document.firstbloom.release_2949	language.expression.en.sha256_60e63d308e1979df20949c4dfac1f30937309222ff6e4ec68e4fbc8abdf22d5b	dried pineapple	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0f04ff649d5cbeba2b9463551acfe8457942ed5e000f4bf25f42f75ebf305862	document.firstbloom.release_2953	language.expression.en.sha256_1f2075abe2e678d60e4965ab15991305756c41062ed7a29a41e101ae527b621a	dragonfruit	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_1e5915b65a71f6ceb36ab7a780fda1b973bc96bcd3574c1ffb6f47dcec2cd52f	document.firstbloom.release_2954	language.expression.en.sha256_1f2075abe2e678d60e4965ab15991305756c41062ed7a29a41e101ae527b621a	dragonfruit	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_958e1465834951800b0395f83028151f113378e010aac9a8f7be87a7ee52434f	document.firstbloom.release_2973	language.expression.en.sha256_0c6963f96d5930a8fcda406748522fd96ec4fc09492ca3c8e4d2af7dead30b25	sugar cane aromas	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e2424ef0645b9603600db2b53dcf1c0eb2dd590823997a44087b28767f41cd1f	document.firstbloom.release_2986	language.expression.en.sha256_f40b88d2569eaf7adbdeb1aed6952a53fff1465069ed0329bca6a13a37a9ac02	round and sweet with pronounced accents of caramel	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0e090cecc0374930687675a82add171e701f5ef4fa147fc6e6672bd7179c32a9	document.firstbloom.release_2987	language.expression.en.sha256_f40b88d2569eaf7adbdeb1aed6952a53fff1465069ed0329bca6a13a37a9ac02	round and sweet with pronounced accents of caramel	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_107b3bb71fdaf66039528bdac7391f3b80b51d639c37e340bb1928278c12cf4d	document.firstbloom.release_2997	language.expression.en.sha256_c279a5337f1f54f9d08f96fd751fe5b1318b02de606c48a1c893976b9a2c0c3a	gentle sweetness	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_db8d5856422903bc5b69c19c5442156b783f5907745837e62501f6983d757f21	document.firstbloom.release_2997	language.expression.en.sha256_e9ab467f1a0a955b574f987ae9133c1653fbbf82850754984289e0cd9df87f47	smooth finish	tasting_note.fragment.005.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_306c426f48f7f809231d95ef96a4ddca59ffd0478f5040cbddb2395304ce4cc9	document.firstbloom.release_3000	language.expression.en.sha256_d90c5431f869597a09e3f76eb74b6c5dbcd8bdbb9ad4a96fdd21d1cb4418dd9b	Peaches and cream	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_8fec74ab177e5b04a10ccc86e718f60e0f5c9c0459d67d8e18142b9cadf85c82	document.firstbloom.release_3000	language.expression.en.sha256_b79b140ef23f1a7920044dbf350a71b3b3aa7ec352299816d574a8f66c94f975	dried blueberries and raspberry jam	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_64cd29e4dc6b18d65613bcfe1613fb545b7e826b83245c377762d6137e645a28	document.firstbloom.release_3013	language.expression.en.sha256_832662f3b28ee938ee8d8d057f4b9464385ade2b91cb645535e81435746873e9	LIME RIND	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d867e9cbb2cc670bb902583be79871343d7b916db103ffc509cc1912a31c61a3	document.firstbloom.release_3014	language.expression.en.sha256_eac5a56e467c7f473bb169b64debcac84193fb043acd2f79ebf04ebf889929ad	STONE FRUIT LASSI	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f462611e0451634f1adb91c0f103b2e9278d2d13c78a70dce243621584806151	document.firstbloom.release_3025	language.expression.en.sha256_b84b73594564649bf44eabd451e2e13e69c5d32479792da1d07975f10a1e849f	Candied Peach	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_eb852d97ed9631a729b22964e608121e6410843d9b4bb7c0fa46b0e79b537696	document.firstbloom.release_3048	language.expression.en.sha256_3ee405727d6e414068a171395d43aea151d543cfc0ecf4b06b8d9c414c84f3f1	expect dark chocolate along with smooth	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c9e3c07c39400a3d317f9fe4a2e55274a18dcf6958ef14ad8aa6a1876022aabd	document.firstbloom.release_3060	language.expression.en.sha256_483e7b10fa0d3572f4d8fce9ea9c2730313b89b8279530300200d7277f1d791c	Spiced Rum and Comforting	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a70a35652f16659cc8aeecb2c249bf037f802cebce816370966f7408b6ed92cb	document.firstbloom.release_3061	language.expression.en.sha256_677e903199916067c479594e77308560145a863b94342cc471f0043403c92d0e	spiced	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5c4040038380da5f0ef94638a422b453e9a8751a60ce7c1f0393edd27d665016	document.firstbloom.release_3065	language.expression.en.sha256_59910fd435f73ff56500f14620c9ea9bac93fd7032ae52d255dec6b6315b445a	Ste-Catherine Toffee	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_9f1c808a5ad23ac51f434e709b913af35b60c024e1b9b11321289448f27fbb3a	document.firstbloom.release_3066	language.expression.en.sha256_61f100fb879c8c7b5d4a516ac97fbef1fceb406a6a12936916e73c66248908dc	grape fruit	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_8bddd229f5559b258a93e3f7c80b60d307ba08235b7cf2efe28f810529433ae8	document.firstbloom.release_307	language.expression.en.sha256_0ec087d18a3d9b4c8add857a72953b68f2d7d87df6b30f9890ba15efc2819748	butter caramel	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a0f2c56635da30050d9dffd3188923762c4b8ee1c3e3b010e0b4962490b22500	document.firstbloom.release_307	language.expression.en.sha256_7038ba63ef0288269d8132e7d03f7c9557bdbe1aaa66f00fd0fface081ec06ac	seville orange	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_7785e80a2d50ce04cf089f0b23cec54ad5bdc237610967107eba2e56a342eeb4	document.firstbloom.release_3079	language.expression.en.sha256_7d8a9d974400404afb786e2cd5b6f18e255091df6a0933ff91f58c31e3efe70e	Tropical Fruit Explosion	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_fca15487b1fce703713dbfa07abb8e9e24048026a1e65fd323ea1c995035c3c7	document.firstbloom.release_3079	language.expression.en.sha256_dff19f1d649ee31873fcaab8b6f111540a507a0a63f34c89af81ff77c814be1b	Very Berry	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_8c34b611645b4fdacfaee9f9793a3f860a99735fce438a39e25e8f85cd174a3e	document.firstbloom.release_3079	language.expression.en.sha256_27479456ca648d5d0a885195709589269771b4bd50148302a99ce280913d97a4	Candy-like Sweetness	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_551342cea4db9fe8b81c11fa83d810efa8c47353c672b06a78bb77c442420653	document.firstbloom.release_3085	language.expression.en.sha256_5a14b00170a4e0c44919e47bb7ca8a57183a43c5261bc882cf62754e93a1f760	Pinot Noir	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_79557b1bb19cdfa2df9f074bd3d909b3d27b92689643e84269273a68c0fd1817	document.firstbloom.release_3085	language.expression.en.sha256_de1b0b6e06e6b62d8267e8c046002ad366007d02f54947466ffcc6a3db41a3ee	Big and Bold	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_2e83ce68eee428ac2be4d153a68b043ab222869d42ebd73db4bf114ad9279c8d	document.firstbloom.release_309	language.expression.en.sha256_33179c4194b4b8e450e2871fe1acfc2260f9e156b7eab13c5fa4bb96faf7aebc	acai	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_2ec108af529a16d41f1e5db3e30c06d49b5f7eaeb1a86371e497cc3ddbac4091	document.firstbloom.release_309	language.expression.en.sha256_1c8a3808683977eb9723b5dbf31bc23d42a09c2c340d9a8847cefaf205ae281b	wild flowers	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_cc1c083bd0c5c6bfb3852297934b3268531ce5b836ab8db439cf6532bb42dd99	document.firstbloom.release_3091	language.expression.en.sha256_69335682c6a9908c94f6811be15bcb44a1af4dec63b0e775fd3390f7d86745fe	Sweet White Peach	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_3bfebccd43bd1762d205c013a5f0466d134e008e404092921633c25977d1b7d9	document.firstbloom.release_3091	language.expression.en.sha256_2377ab5e7123dc676ba013cf6c7c59be87ebd2de06623c43638aa386e265461c	Lingering Floral Finish	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_3b16b330bce2f4ab5221536c0067e4da2876640327cb85cb85bb170bd8746266	document.firstbloom.release_3109	language.expression.en.sha256_260960caaeaa6bde2f549fd93b1f09b068b8cd3d2024ef86e0569e44f1e5a492	boiled sweets	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_15df071b70df82fcc216dc6d0ef411aa4d5197645deddc28a78dc330541697b7	document.firstbloom.release_3109	language.expression.en.sha256_5af0c86ef845d3506cd0dce72bd94f8520339f3d97ad1da74b882b48146cee7b	white sugar	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_42f9ff95a370bf7c31116e5203dc9593c1b6d32206e3e253f5150b708e3fd94c	document.firstbloom.release_3111	language.expression.en.sha256_7bcae4abe3bcd6ac7337d6787af66b3eb1b4b83635335493c5d10010482f1e10	deep and rich	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d83336cc07f426bbfec751fa1661834e54fa63977138bb0d912b0c5a82c6f2b3	document.firstbloom.release_3112	language.expression.en.sha256_039c8a098ec2f80deb6d2dbbb9c5b9105c2b045b0041830f154023249ae868ec	stewed pear and toffee	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_77b4293ea430d7a2a610cacbde4ead6bbe8e2d03b3cb0eb3bc5d3729e3ad1081	document.firstbloom.release_3122	language.expression.en.sha256_1e7acf004c54a3d1101bf644ffb5ccbce5bc320e66e602f1e074724de08800e0	Tamarin	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_4f7318b110e6be238eb12d8acf19a19360d12d9f7467d9fd8676461fb27522ce	document.firstbloom.release_3126	language.expression.en.sha256_652335d71bc519b3c05d604add13c11b4a594c15d9e5725e9bbb7f3b74c2dd46	and Strong Acidity	tasting_note.fragment.005.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_756886290d8a52fce419c37ceb3d8a8dc1f95c39afd5e2f1f2dec37ec2ebb8a6	document.firstbloom.release_3130	language.expression.en.sha256_2d6203c231436903252026c087bb30ce38f663b7d3ef849e411f64ce414d6153	simple syrup	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_de6eca2c6fe805525025f66ca2ecfc97a7cddc5701d3d497abec064c80213a4f	document.firstbloom.release_3137	language.expression.en.sha256_eeba7191647bf7d5d31eae00519ee2fab153e0624c14cd00d594faa0338a596b	Sugar Cane and Lush	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0bf7a70c39714e0ba434c22a48f71c6c12c552892a350be2f26a72002cb2e27b	document.firstbloom.release_3139	language.expression.en.sha256_ca0f7661affe10156a47e269729d4c78f17c98d322a4fd4f26bc1eabb80844f6	Manuka Honey and Bold	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f122811cf21e8f7f0ba93be630da9bc2e0dad113d17216bcffc399aeeabe5bdd	document.firstbloom.release_3140	language.expression.en.sha256_a59428395d039801dda2eff21da88d7b17a7a8772b0f7c991b5503ea636c7bdf	Cacao and Delicate	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b60563ec9e50551ce13380216a61472350746ef9ee0e13ac7b0f688852ac9ba2	document.firstbloom.release_3142	language.expression.en.sha256_1666655c20603d9cdaf52aa9c1342b4f3cf71c606379c67a3cf7ce0b42142f62	Forest Berries	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0e2fe1fe34b515e9de08170d01e5592d7a7aceb399d11ce1febc0021c94f0d3d	document.firstbloom.release_3142	language.expression.en.sha256_1e3823e0c799803c520f34c5f34a77db3e779dad5c0a00dfb41ae2f4842dd6f2	Chocolate and Rich	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_03423ecdff9b882e1f9c8f5292cf153227b3a1c3aa0adc54e7608124b32a2338	document.firstbloom.release_3144	language.expression.en.sha256_854b56126edf4431a17c40c1a2c52ced1e2b59ad32e8f5fd43cb678796b04a7c	Toffee and Velvety	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_8f238d3bce3a1351e23c57b9bade7af6874234c4e76bb6085a495d055bdf5819	document.firstbloom.release_3145	language.expression.en.sha256_7b383239c4069749e6201a9db0b76205e4f4da12a55ff51b5daf9270568542c0	Rose and Deep	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5c761e411c7ca255a4cdaab6230fbbfeb5e40fe6d5224d6770b7a6140c9233db	document.firstbloom.release_3146	language.expression.en.sha256_7f9ae81582bd8a746b8e52e1a1de6a7993bddffec05220a27bb17798f223c35e	Orange and Jammy	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_dc437bf930fa3dc8629165dbbcd0172a78611d467c1dd5fa513b17414be804b1	document.firstbloom.release_3147	language.expression.en.sha256_9ee6dcb0654f3c6d76fe56cd12b0580729af39d416b2f6a08e3e186ce1dfb99d	Vanilla and Intense	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b317d11249514a62296d077287c18bfb7afb140a01cbfee4389e6c215991fdfd	document.firstbloom.release_3157	language.expression.en.sha256_a01b68ba52792ed483cc9cffa2e29b496a26a0e3693fa4fff2fe1f1d753ba03e	monk fruit	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
