presentation_slot_key	session_slot_key	beverage_sample_key	sequence_position	blinded_code
pilot.round3d.session_slot.ordinary_user.assessor_014.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_014.session_01	pilot.round3d.sample.lot_02.medium.immersion.rep_1	4	631
pilot.round3d.session_slot.ordinary_user.assessor_014.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_014.session_01	pilot.round3d.sample.lot_01.extremely_light.espresso_pressure.rep_2	5	442
pilot.round3d.session_slot.ordinary_user.assessor_014.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_014.session_01	pilot.round3d.sample.lot_02.medium_dark.immersion.rep_1	6	604
pilot.round3d.session_slot.ordinary_user.assessor_014.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_014.session_02	pilot.round3d.sample.lot_02.extremely_light.immersion.rep_1	1	341
pilot.round3d.session_slot.ordinary_user.assessor_014.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_014.session_02	pilot.round3d.sample.lot_02.medium.diluted_espresso.rep_1	2	158
pilot.round3d.session_slot.ordinary_user.assessor_014.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_014.session_02	pilot.round3d.sample.lot_02.light.filter_percolation.rep_1	3	599
pilot.round3d.session_slot.ordinary_user.assessor_014.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_014.session_02	pilot.round3d.sample.lot_02.dark.cold_extraction.rep_2	4	670
pilot.round3d.session_slot.ordinary_user.assessor_014.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_014.session_02	pilot.round3d.sample.lot_02.light.filter_percolation.rep_2	5	644
pilot.round3d.session_slot.ordinary_user.assessor_014.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_014.session_02	pilot.round3d.sample.lot_01.light.espresso_pressure.rep_2	6	499
pilot.round3d.session_slot.ordinary_user.assessor_015.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_015.session_01	pilot.round3d.sample.lot_01.extremely_light.espresso_pressure.rep_1	1	724
pilot.round3d.session_slot.ordinary_user.assessor_015.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_015.session_01	pilot.round3d.sample.lot_01.extremely_light.immersion.rep_2	2	180
pilot.round3d.session_slot.ordinary_user.assessor_015.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_015.session_01	pilot.round3d.sample.lot_01.medium_dark.espresso_pressure.rep_2	3	144
pilot.round3d.session_slot.ordinary_user.assessor_015.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_015.session_01	pilot.round3d.sample.lot_01.light.filter_percolation.rep_1	4	501
pilot.round3d.session_slot.ordinary_user.assessor_015.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_015.session_01	pilot.round3d.sample.lot_02.light.diluted_espresso.rep_2	5	730
pilot.round3d.session_slot.ordinary_user.assessor_015.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_015.session_01	pilot.round3d.sample.lot_01.medium.hybrid.rep_1	6	432
pilot.round3d.session_slot.ordinary_user.assessor_015.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_015.session_02	pilot.round3d.sample.lot_02.light.espresso_pressure.rep_1	1	536
pilot.round3d.session_slot.ordinary_user.assessor_015.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_015.session_02	pilot.round3d.sample.lot_01.medium.diluted_espresso.rep_2	2	438
pilot.round3d.session_slot.ordinary_user.assessor_015.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_015.session_02	pilot.round3d.sample.lot_01.medium.espresso_pressure.rep_1	3	409
pilot.round3d.session_slot.ordinary_user.assessor_015.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_015.session_02	pilot.round3d.sample.lot_02.medium.espresso_pressure.rep_1	4	730
pilot.round3d.session_slot.ordinary_user.assessor_015.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_015.session_02	pilot.round3d.sample.lot_02.medium_light.espresso_pressure.rep_2	5	758
pilot.round3d.session_slot.ordinary_user.assessor_015.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_015.session_02	pilot.round3d.sample.lot_02.medium.filter_percolation.rep_1	6	972
pilot.round3d.session_slot.ordinary_user.assessor_016.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_016.session_01	pilot.round3d.sample.lot_02.dark.immersion.rep_1	1	311
pilot.round3d.session_slot.ordinary_user.assessor_016.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_016.session_01	pilot.round3d.sample.lot_01.dark.espresso_pressure.rep_2	2	125
pilot.round3d.session_slot.ordinary_user.assessor_016.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_016.session_01	pilot.round3d.sample.lot_01.medium_dark.immersion.rep_1	3	511
pilot.round3d.session_slot.ordinary_user.assessor_016.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_016.session_01	pilot.round3d.sample.lot_02.medium.espresso_milk.rep_2	4	518
pilot.round3d.session_slot.ordinary_user.assessor_016.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_016.session_01	pilot.round3d.sample.lot_01.extremely_dark.immersion.rep_1	5	806
pilot.round3d.session_slot.ordinary_user.assessor_016.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_016.session_01	pilot.round3d.sample.lot_01.extremely_dark.espresso_pressure.rep_2	6	215
pilot.round3d.session_slot.ordinary_user.assessor_016.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_016.session_02	pilot.round3d.sample.lot_01.dark.diluted_espresso.rep_1	1	601
pilot.round3d.session_slot.ordinary_user.assessor_016.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_016.session_02	pilot.round3d.sample.lot_01.medium_light.espresso_pressure.rep_2	2	216
pilot.round3d.session_slot.ordinary_user.assessor_016.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_016.session_02	pilot.round3d.sample.lot_02.extremely_light.espresso_pressure.rep_2	3	696
pilot.round3d.session_slot.ordinary_user.assessor_016.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_016.session_02	pilot.round3d.sample.lot_02.light.cold_extraction.rep_1	4	922
pilot.round3d.session_slot.ordinary_user.assessor_016.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_016.session_02	pilot.round3d.sample.lot_01.light.filter_percolation.rep_2	5	936
pilot.round3d.session_slot.ordinary_user.assessor_016.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_016.session_02	pilot.round3d.sample.lot_01.medium_dark.filter_percolation.rep_1	6	532
pilot.round3d.session_slot.ordinary_user.assessor_017.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_017.session_01	pilot.round3d.sample.lot_01.light.immersion.rep_2	1	848
pilot.round3d.session_slot.ordinary_user.assessor_017.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_017.session_01	pilot.round3d.sample.lot_02.extremely_dark.immersion.rep_2	2	273
pilot.round3d.session_slot.ordinary_user.assessor_017.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_017.session_01	pilot.round3d.sample.lot_01.medium.filter_percolation.rep_2	3	174
pilot.round3d.session_slot.ordinary_user.assessor_017.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_017.session_01	pilot.round3d.sample.lot_02.extremely_dark.espresso_pressure.rep_2	4	621
pilot.round3d.session_slot.ordinary_user.assessor_017.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_017.session_01	pilot.round3d.sample.lot_01.extremely_light.immersion.rep_1	5	567
pilot.round3d.session_slot.ordinary_user.assessor_017.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_017.session_01	pilot.round3d.sample.lot_01.extremely_light.filter_percolation.rep_2	6	835
pilot.round3d.session_slot.ordinary_user.assessor_017.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_017.session_02	pilot.round3d.sample.lot_01.light.diluted_espresso.rep_1	1	125
pilot.round3d.session_slot.ordinary_user.assessor_017.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_017.session_02	pilot.round3d.sample.lot_01.medium.espresso_milk.rep_2	2	554
pilot.round3d.session_slot.ordinary_user.assessor_017.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_017.session_02	pilot.round3d.sample.lot_01.dark.immersion.rep_1	3	734
pilot.round3d.session_slot.ordinary_user.assessor_017.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_017.session_02	pilot.round3d.sample.lot_02.medium.espresso_milk.rep_1	4	952
pilot.round3d.session_slot.ordinary_user.assessor_017.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_017.session_02	pilot.round3d.sample.lot_02.extremely_light.filter_percolation.rep_1	5	539
pilot.round3d.session_slot.ordinary_user.assessor_017.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_017.session_02	pilot.round3d.sample.lot_02.dark.espresso_pressure.rep_1	6	931
pilot.round3d.session_slot.ordinary_user.assessor_018.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_018.session_01	pilot.round3d.sample.lot_02.light.hybrid.rep_2	1	879
pilot.round3d.session_slot.ordinary_user.assessor_018.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_018.session_01	pilot.round3d.sample.lot_02.dark.filter_percolation.rep_2	2	894
pilot.round3d.session_slot.ordinary_user.assessor_018.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_018.session_01	pilot.round3d.sample.lot_02.medium.filter_percolation.rep_2	3	167
pilot.round3d.session_slot.ordinary_user.assessor_018.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_018.session_01	pilot.round3d.sample.lot_02.medium_dark.espresso_pressure.rep_1	4	316
pilot.round3d.session_slot.ordinary_user.assessor_018.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_018.session_01	pilot.round3d.sample.lot_01.medium.immersion.rep_1	5	159
pilot.round3d.session_slot.ordinary_user.assessor_018.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_018.session_01	pilot.round3d.sample.lot_02.medium_light.filter_percolation.rep_1	6	656
pilot.round3d.session_slot.ordinary_user.assessor_018.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_018.session_02	pilot.round3d.sample.lot_02.dark.cold_extraction.rep_1	1	233
pilot.round3d.session_slot.ordinary_user.assessor_018.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_018.session_02	pilot.round3d.sample.lot_01.light.espresso_milk.rep_2	2	267
pilot.round3d.session_slot.ordinary_user.assessor_018.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_018.session_02	pilot.round3d.sample.lot_01.medium_dark.espresso_pressure.rep_1	3	975
pilot.round3d.session_slot.ordinary_user.assessor_018.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_018.session_02	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_1	4	119
pilot.round3d.session_slot.ordinary_user.assessor_018.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_018.session_02	pilot.round3d.sample.lot_01.dark.espresso_milk.rep_1	5	746
pilot.round3d.session_slot.ordinary_user.assessor_018.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_018.session_02	pilot.round3d.sample.lot_01.medium_light.immersion.rep_1	6	605
pilot.round3d.session_slot.ordinary_user.assessor_019.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_019.session_01	pilot.round3d.sample.lot_02.medium.diluted_espresso.rep_2	1	675
pilot.round3d.session_slot.ordinary_user.assessor_019.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_019.session_01	pilot.round3d.sample.lot_01.extremely_dark.filter_percolation.rep_1	2	126
pilot.round3d.session_slot.ordinary_user.assessor_019.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_019.session_01	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_2	3	620
pilot.round3d.session_slot.ordinary_user.assessor_019.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_019.session_01	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_2	4	476
pilot.round3d.session_slot.ordinary_user.assessor_019.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_019.session_01	pilot.round3d.sample.lot_02.medium.immersion.rep_2	5	154
pilot.round3d.session_slot.ordinary_user.assessor_019.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_019.session_01	pilot.round3d.sample.lot_01.light.espresso_milk.rep_1	6	148
pilot.round3d.session_slot.ordinary_user.assessor_019.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_019.session_02	pilot.round3d.sample.lot_01.dark.cold_extraction.rep_2	1	587
pilot.round3d.session_slot.ordinary_user.assessor_019.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_019.session_02	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_1	2	538
pilot.round3d.session_slot.ordinary_user.assessor_019.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_019.session_02	pilot.round3d.sample.lot_01.dark.hybrid.rep_1	3	628
pilot.round3d.session_slot.ordinary_user.assessor_019.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_019.session_02	pilot.round3d.sample.lot_02.light.immersion.rep_1	4	206
pilot.round3d.session_slot.ordinary_user.assessor_019.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_019.session_02	pilot.round3d.sample.lot_02.dark.filter_percolation.rep_1	5	670
pilot.round3d.session_slot.ordinary_user.assessor_019.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_019.session_02	pilot.round3d.sample.lot_01.dark.immersion.rep_2	6	490
pilot.round3d.session_slot.ordinary_user.assessor_020.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_020.session_01	pilot.round3d.sample.lot_02.extremely_light.filter_percolation.rep_2	1	111
pilot.round3d.session_slot.ordinary_user.assessor_020.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_020.session_01	pilot.round3d.sample.lot_01.light.cold_extraction.rep_1	2	925
pilot.round3d.session_slot.ordinary_user.assessor_020.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_020.session_01	pilot.round3d.sample.lot_01.medium.cold_extraction.rep_1	3	108
pilot.round3d.session_slot.ordinary_user.assessor_020.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_020.session_01	pilot.round3d.sample.lot_02.dark.immersion.rep_2	4	757
pilot.round3d.session_slot.ordinary_user.assessor_020.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_020.session_01	pilot.round3d.sample.lot_02.dark.diluted_espresso.rep_1	5	212
pilot.round3d.session_slot.ordinary_user.assessor_020.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_020.session_01	pilot.round3d.sample.lot_01.dark.diluted_espresso.rep_2	6	119
pilot.round3d.session_slot.ordinary_user.assessor_020.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_020.session_02	pilot.round3d.sample.lot_02.light.espresso_milk.rep_2	1	203
pilot.round3d.session_slot.ordinary_user.assessor_020.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_020.session_02	pilot.round3d.sample.lot_01.light.diluted_espresso.rep_2	2	182
pilot.round3d.session_slot.ordinary_user.assessor_020.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_020.session_02	pilot.round3d.sample.lot_01.dark.filter_percolation.rep_1	3	975
pilot.round3d.session_slot.ordinary_user.assessor_020.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_020.session_02	pilot.round3d.sample.lot_02.light.espresso_milk.rep_1	4	567
pilot.round3d.session_slot.ordinary_user.assessor_020.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_020.session_02	pilot.round3d.sample.lot_02.extremely_light.espresso_pressure.rep_1	5	634
